UserID,UserNo,Name,Email,IP Address,Unique ID,Started,Device Type,Network Experience,Call Experience,Data Experience,SMS Experience,Locality
215267415,97,,,185.5.48.24,,18/04/2023 10:13,iPhone,1,1,2,8,Msida
215267458,98,,,185.5.48.7,,18/04/2023 10:13,Samsung,7,7,5,10,Marsaskala
215267486,99,,,185.5.48.140,,18/04/2023 10:14,Xiaomi,6,9,7,10,Zejtun
215267487,100,,,185.5.48.129,,18/04/2023 10:14,Samsung,8,10,10,10,Marsaskala
215267584,101,,,85.232.217.184,,18/04/2023 10:12,OnePlus,7,8,9,9,Marsaskala
215267586,102,,,185.5.48.24,,18/04/2023 10:15,iPhone,3,2,3,5,Marsaskala
215267602,103,,,185.5.48.132,,18/04/2023 10:16,iPhone,8,8,6,8,Marsaskala
215267716,104,,,185.5.48.169,,18/04/2023 10:16,Xiaomi,9,9,8,5,Marsaskala
215267738,105,,,94.17.114.7,,18/04/2023 10:15,iPhone,5,4,7,7,Marsaskala
215267760,106,,,85.232.217.128,,18/04/2023 10:16,Samsung,7,9,7,8,Marsaskala
215267861,107,,,185.5.48.21,,18/04/2023 10:18,OnePlus,6,5,5,7,Zabbar
215267879,108,,,195.158.92.140,,18/04/2023 10:18,Xiaomi,10,10,10,10,Zabbar
215267917,109,,,2a09:bac2:48d3:1282::1d8:1fb,,18/04/2023 10:16,iPhone,5,5,10,10,Marsaskala
215267919,110,,,77.71.195.250,,18/04/2023 10:17,Samsung,9,9,9,9,Gzira
215267967,111,,,185.5.48.166,,18/04/2023 10:18,OnePlus,10,10,10,10,Marsaskala
215268010,112,,,185.5.48.46,,18/04/2023 10:16,iPhone,3,4,3,6,Marsaskala
215268014,113,,,185.5.48.168,,18/04/2023 10:19,Samsung,10,9,10,10,Zabbar
215268024,114,,,46.11.145.27,,18/04/2023 10:19,iPhone,10,10,10,10,Marsaskala
215268099,115,,,185.5.48.34,,18/04/2023 10:17,iPhone,3,1,2,8,Birzebbuga
215268125,116,,,185.5.48.164,,18/04/2023 10:19,iPhone,1,3,1,8,Marsaskala
215268134,117,,,185.5.48.166,,18/04/2023 10:19,iPhone,1,6,4,4,Zabbar
215268166,118,,,185.5.48.20,,18/04/2023 10:17,Samsung,5,2,8,8,Marsaskala
215268177,119,,,185.5.48.140,,18/04/2023 10:20,Other,8,10,7,10,Marsaskala
215268183,120,,,213.165.184.174,,18/04/2023 10:19,Samsung,4,8,8,7,Marsaskala
215268224,121,,,185.5.48.132,,18/04/2023 10:21,Samsung,10,9,9,10,Zabbar
215268250,122,,,46.11.127.123,,18/04/2023 10:19,Other,5,8,4,10,Zabbar
215268269,123,,,185.5.48.33,,18/04/2023 10:22,iPhone,2,2,2,2,Zejtun
215268309,124,,,185.5.48.53,,18/04/2023 10:20,Samsung,7,10,7,10,Zabbar
215268334,125,,,141.8.112.97,,18/04/2023 10:21,Samsung,3,1,3,3,Zabbar
215268347,126,,,195.158.73.175,,18/04/2023 10:22,iPhone,5,7,6,6,Zejtun
215268415,127,,,185.5.48.173,,18/04/2023 10:22,Other,1,6,1,10,Fgura
215268419,128,,,185.5.48.174,,18/04/2023 10:22,iPhone,1,4,1,5,Zabbar
215268448,129,,,185.5.48.41,,18/04/2023 10:23,Samsung,10,8,9,10,Zabbar
215268598,130,,,185.5.48.16,,18/04/2023 10:22,Xiaomi,2,8,1,5,Zabbar
215268599,131,,,69.6.61.122,,18/04/2023 10:19,Samsung,8,10,8,10,Zurrieq
215268621,132,,,185.5.48.41,,18/04/2023 10:23,Other,6,8,6,8,Luqa
215268663,133,,,185.5.48.141,,18/04/2023 10:24,iPhone,1,1,1,7,Luqa
215268688,134,,,195.158.80.170,,18/04/2023 10:23,Samsung,9,10,10,10,Kalkara
215268715,135,,,77.71.198.231,,18/04/2023 10:23,iPhone,8,8,9,10,Zejtun
215268748,136,,,185.5.48.129,,18/04/2023 10:24,Samsung,8,7,8,7,Attard
215268754,137,,,185.5.48.158,,18/04/2023 10:25,iPhone,1,1,1,1,Marsaskala
215268780,138,,,195.158.83.153,,18/04/2023 10:25,iPhone,1,10,1,10,Zejtun
215268790,139,,,185.5.48.38,,18/04/2023 10:25,iPhone,3,7,3,7,Gudja
215268804,140,,,185.5.48.134,,18/04/2023 10:25,Samsung,10,10,9,10,Zejtun
215268807,141,,,195.158.104.27,,18/04/2023 10:23,iPhone,2,2,5,5,Zabbar
215268812,142,,,92.251.75.127,,18/04/2023 10:23,iPhone,7,10,7,10,Zejtun
215268871,143,,,78.133.116.98,,18/04/2023 10:24,Samsung,10,10,10,10,Zabbar
215268890,144,,,37.75.56.158,,18/04/2023 10:27,Samsung,7,7,7,7,Ghaxaq
215268933,145,,,185.5.48.171,,18/04/2023 10:27,Xiaomi,2,2,2,5,Ghaxaq
215268965,146,,,185.5.48.175,,18/04/2023 10:26,Xiaomi,1,7,1,5,Marsaskala
215268972,147,,,78.133.74.254,,18/04/2023 10:27,OnePlus,2,2,4,3,Ghaxaq
215268997,148,,,185.5.48.160,,18/04/2023 10:25,iPhone,1,1,1,1,Marsaskala
215269022,149,,,185.5.48.166,,18/04/2023 10:28,Samsung,1,1,2,5,Ghaxaq
215269026,150,,,185.5.48.174,,18/04/2023 10:28,Samsung,9,10,10,10,Zabbar
215269048,151,,,185.5.48.2,,18/04/2023 10:21,iPhone,3,4,5,4,Xghajra
215269051,152,,,185.5.48.147,,18/04/2023 10:27,iPhone,7,8,5,8,Ghaxaq
215269053,153,,,185.5.48.180,,18/04/2023 10:25,Xiaomi,6,6,5,10,Ghaxaq
215269061,154,,,213.165.186.199,,18/04/2023 10:28,iPhone,1,8,2,10,Luqa
215269151,155,,,185.5.48.11,,18/04/2023 10:28,Samsung,10,10,10,10,Ghaxaq
215269167,156,,,185.5.48.53,,18/04/2023 10:28,Samsung,7,7,7,10,Zejtun
215269181,157,,,78.133.78.115,,18/04/2023 10:28,Samsung,2,4,3,5,Ghaxaq
215269221,158,,,185.5.48.143,,18/04/2023 10:29,iPhone,8,10,5,10,Marsaskala
215269322,159,,,213.165.170.182,,18/04/2023 10:30,Samsung,3,6,3,8,Gzira
215269367,160,,,46.11.185.165,,18/04/2023 10:30,Samsung,4,5,5,5,Ghaxaq
215269372,161,,,185.5.48.7,,18/04/2023 10:31,Xiaomi,8,9,8,10,San Gwann
215269395,162,,,185.5.48.23,,18/04/2023 10:30,Xiaomi,2,1,3,10,Hal Far
215269424,163,,,141.8.44.39,,18/04/2023 10:31,iPhone,1,1,6,6,Ghaxaq
215269492,164,,,185.5.48.43,,18/04/2023 10:32,Xiaomi,7,7,7,7,Birkirkara
215269496,165,,,69.6.58.33,,18/04/2023 10:32,Huawei,7,8,10,10,Ghaxaq
215269520,166,,,195.158.84.203,,18/04/2023 10:28,iPhone,3,3,9,9,Ghaxaq
215269531,167,,,185.5.48.141,,18/04/2023 10:32,Samsung,8,9,8,9,Zurrieq
215269534,168,,,213.165.181.50,,18/04/2023 10:32,Other,10,10,7,9,Marsaskala
215269535,169,,,185.5.48.171,,18/04/2023 10:31,Xiaomi,1,2,2,3,Attard
215269552,170,,,46.11.89.102,,18/04/2023 10:31,iPhone,10,9,10,10,Marsaskala
215269581,171,,,185.5.48.171,,18/04/2023 10:32,iPhone,4,7,3,7,"Paola,Malta"
215269628,172,,,46.11.32.77,,18/04/2023 10:32,iPhone,5,5,5,7,Fgura
215269630,173,,,195.158.92.218,,18/04/2023 10:34,iPhone,3,8,7,10,Zurrieq
215269645,174,,,46.11.51.235,,18/04/2023 10:30,iPhone,2,5,1,10,Fgura
215269678,175,,,88.203.77.177,,18/04/2023 10:34,iPhone,3,3,5,10,Zejtun
215269686,176,,,141.8.27.226,,18/04/2023 10:34,Samsung,7,8,7,10,Siggiewi
215269717,177,,,185.5.48.170,,18/04/2023 10:31,Samsung,5,5,5,9,Marsaskala
215269759,178,,,185.5.48.46,,18/04/2023 10:35,iPhone,10,10,10,10,Birzebbuga
215269774,179,,,185.5.48.35,,18/04/2023 10:33,iPhone,2,2,1,5,Birzebbuga
215269846,180,,,185.5.48.1,,18/04/2023 10:33,Samsung,3,8,5,8,Zejtun
215269857,181,,,195.158.79.26,,18/04/2023 10:34,iPhone,3,2,3,10,Zabbar
215269880,182,,,185.5.48.152,,18/04/2023 10:35,iPhone,1,3,1,10,Hal Far
215269947,183,,,185.5.48.150,,18/04/2023 10:37,iPhone,8,8,8,8,Hal Far
215269958,184,,,185.5.48.181,,18/04/2023 10:36,iPhone,2,1,1,5,Zejtun
215269961,185,,,77.71.200.110,,18/04/2023 10:37,Samsung,9,9,9,9,Marsaskala
215270001,186,,,185.5.48.163,,18/04/2023 10:36,Samsung,6,9,5,10,Birzebbuga
215270032,187,,,185.5.48.14,,18/04/2023 10:35,Samsung,9,10,10,10,Birzebbuga
215270070,188,,,185.5.48.8,,18/04/2023 10:37,Xiaomi,4,4,5,6,Zurrieq
215270165,189,,,185.5.48.144,,18/04/2023 10:39,Samsung,5,8,5,10,Zejtun
215270166,190,,,185.5.48.45,,18/04/2023 10:38,Xiaomi,1,1,1,5,Zejtun
215270168,191,,,185.5.48.140,,18/04/2023 10:37,Samsung,1,10,1,10,Birzebbuga
215270175,192,,,185.5.48.25,,18/04/2023 10:34,OnePlus,4,4,9,9,Mosta
215270212,193,,,185.5.48.6,,18/04/2023 10:39,Samsung,8,7,7,8,Zejtun
215270266,194,,,185.5.48.53,,18/04/2023 10:36,Samsung,10,10,10,10,Zabbar
215270420,195,,,88.203.63.223,,18/04/2023 10:36,Samsung,4,4,4,4,Zabbar
215270447,196,,,185.5.48.7,,18/04/2023 10:40,Huawei,5,8,1,8,Hal Far
215270537,197,,,88.203.18.2,,18/04/2023 10:40,Xiaomi,1,1,3,1,Zabbar
215270559,198,,,185.5.48.23,,18/04/2023 10:42,iPhone,1,1,1,10,Birzebbuga
215270709,199,,,185.5.48.181,,18/04/2023 10:43,Samsung,8,8,9,9,Qormi
215270811,200,,,185.5.48.143,,18/04/2023 10:44,Samsung,3,3,3,5,Birzebbuga
215270881,201,,,46.11.243.231,,18/04/2023 10:45,iPhone,1,1,1,5,Ghaxaq
215271113,202,,,185.5.48.152,,18/04/2023 10:48,Xiaomi,4,4,3,5,Marsaxlokk
215271325,203,,,185.5.48.19,,18/04/2023 10:32,iPhone,1,8,1,10,Birzebbuga
215271336,204,,,92.251.106.37,,18/04/2023 10:47,Xiaomi,7,10,7,9,Zabbar
215271339,205,,,185.5.48.167,,18/04/2023 10:45,OnePlus,10,10,10,10,Bormla
215271359,206,,,185.5.48.44,,18/04/2023 10:50,Samsung,1,1,8,7,Zabbar
215271364,207,,,185.5.48.150,,18/04/2023 10:50,Samsung,3,3,3,4,Zejtun
215271374,208,,,185.5.48.10,,18/04/2023 10:49,Xiaomi,5,8,8,8,Birzebbuga
215271407,209,,,2a02:26f7:bc84:cb81:0:b84d:39f7:8f14,,18/04/2023 10:51,iPhone,3,8,6,8,Birkirkara
215271488,210,,,185.5.48.44,,18/04/2023 10:52,Huawei,9,9,8,9,Tarxien
215271731,211,,,185.5.48.7,,18/04/2023 10:54,Xiaomi,1,1,1,5,Kalafrana
215271880,212,,,141.8.13.191,,18/04/2023 10:37,iPhone,9,9,9,10,Birzebbuga
215271950,213,,,195.158.86.198,,18/04/2023 10:52,Samsung,8,10,10,10,Zejtun
215271991,214,,,84.255.48.3,,18/04/2023 10:56,Xiaomi,7,10,10,10,Birkirkara
215272003,215,,,185.5.48.40,,18/04/2023 10:55,Samsung,3,8,4,7,Msida
215272081,216,,,92.251.92.25,,18/04/2023 09:45,iPhone,2,4,3,6,Birkirkara
215272086,217,,,185.5.48.170,,18/04/2023 10:58,Samsung,10,10,10,10,Gudja
215272106,218,,,80.254.86.216,,18/04/2023 10:55,iPhone,1,1,3,1,Zurrieq
215272220,219,,,185.5.48.8,,18/04/2023 10:57,OnePlus,1,1,1,10,Birzebbuga
215272323,220,,,185.5.48.32,,18/04/2023 10:57,Xiaomi,9,10,10,5,Ghaxaq
215272557,221,,,185.5.48.29,,18/04/2023 10:58,Samsung,9,10,10,10,Zejtun
215272656,222,,,84.255.44.218,,18/04/2023 11:02,Samsung,4,4,4,4,Marsaskala
215272703,223,,,94.17.38.3,,18/04/2023 11:03,iPhone,7,8,6,5,Marsaskala
215272753,224,,,185.5.48.147,,18/04/2023 11:03,Samsung,1,10,1,10,Marsaskala
215272869,225,,,185.5.48.152,,18/04/2023 11:04,OnePlus,8,8,8,8,Ghaxaq
215273010,226,,,84.255.29.70,,18/04/2023 11:06,iPhone,1,7,1,5,Zejtun
215273038,227,,,185.5.48.154,,18/04/2023 11:04,Samsung,5,5,5,5,Marsaskala
215273054,228,,,92.251.107.83,,18/04/2023 10:58,iPhone,4,2,2,9,Birzebbuga
215273064,229,,,185.5.48.41,,18/04/2023 11:06,Samsung,9,9,8,10,Birkirkara
215273077,230,,,185.5.48.33,,18/04/2023 11:04,iPhone,5,5,5,8,Kalkara
215273184,231,,,185.5.48.159,,18/04/2023 11:09,iPhone,1,1,1,5,Hal Far
215273231,232,,,185.5.48.146,,18/04/2023 11:07,Xiaomi,3,3,3,9,Marsaskala
215273297,233,,,185.5.48.153,,18/04/2023 11:09,iPhone,1,3,1,1,Birzebbuga
215273504,234,,,185.5.48.35,,18/04/2023 11:09,iPhone,2,10,2,10,Kalkara
215273520,235,,,94.17.97.143,,18/04/2023 11:10,Huawei,9,10,9,9,Marsaskala
215273594,236,,,185.5.48.6,,18/04/2023 11:10,Xiaomi,2,5,2,7,Luqa
215273623,237,,,46.11.30.59,,18/04/2023 11:11,iPhone,8,10,8,10,Marsaskala
215273813,238,,,185.5.48.25,,18/04/2023 11:14,iPhone,2,3,1,10,Valletta
215273821,239,,,185.5.48.53,,18/04/2023 11:13,Samsung,9,9,9,9,Mellieha
215273883,240,,,195.158.109.157,,18/04/2023 11:14,Samsung,10,10,10,10,Marsaskala
215274019,241,,,185.5.48.170,,18/04/2023 11:14,Xiaomi,4,5,4,6,Birzebbuga
215274211,242,,,185.5.48.1,,18/04/2023 11:17,iPhone,3,6,1,6,Zejtun
215274452,243,,,92.251.27.84,,18/04/2023 11:18,Samsung,9,8,7,9,Zabbar
215274469,244,,,185.5.48.20,,18/04/2023 11:05,Samsung,4,3,6,4,Birkirkara
215274605,245,,,185.5.48.144,,18/04/2023 11:20,Samsung,8,9,8,10,Valletta
215274721,246,,,88.203.87.184,,18/04/2023 11:21,iPhone,8,10,8,9,Bir id-Deheb
215274724,247,,,88.203.87.184,,18/04/2023 11:21,iPhone,8,10,8,9,Bir id-Deheb
215275235,248,,,185.5.48.165,,18/04/2023 11:27,Samsung,9,9,9,10,Zejtun
215275372,249,,,185.5.48.172,,18/04/2023 11:28,iPhone,4,1,4,4,Zabbar
215275484,250,,,185.5.48.139,,18/04/2023 11:28,iPhone,1,1,5,5,Zejtun
215275991,251,,,195.158.111.208,,18/04/2023 11:34,Samsung,7,7,7,7,Birzebbuga
215276143,252,,,141.8.110.145,,18/04/2023 11:36,iPhone,9,9,9,9,Marsaskala
215276270,253,,,213.165.186.34,,18/04/2023 11:37,Samsung,5,4,2,10,Zejtun
215276586,254,,,94.138.255.246,,18/04/2023 11:40,Samsung,9,10,10,10,Marsaskala
215277000,255,,,195.158.72.103,,18/04/2023 11:40,Samsung,4,3,7,5,Rabat (Malta)
215277061,256,,,2a09:bac2:48d3:16a0::241:1c,,18/04/2023 11:44,iPhone,5,7,5,6,Birzebbuga
215277419,257,,,94.17.105.247,,18/04/2023 11:48,iPhone,6,7,6,7,Marsaskala
215278223,258,,,185.5.48.7,,18/04/2023 11:50,iPhone,10,10,10,10,Zabbar
215278300,259,,,185.5.48.2,,18/04/2023 11:54,Xiaomi,1,10,1,10,Ghaxaq
215278411,260,,,185.5.48.45,,18/04/2023 11:57,OnePlus,3,3,7,9,Ghaxaq
215278781,261,,,185.5.48.45,,18/04/2023 12:00,iPhone,7,8,6,5,Birkirkara
215278951,262,,,185.5.48.154,,18/04/2023 12:02,iPhone,1,1,1,7,Gudja
215279610,263,,,185.5.48.132,,18/04/2023 12:07,Xiaomi,10,10,9,9,Birkirkara
215279805,264,,,88.203.100.186,,18/04/2023 12:10,Xiaomi,10,9,10,9,Zejtun
215279913,265,,,185.5.48.173,,18/04/2023 12:08,iPhone,7,9,7,9,Bugibba
215279933,266,,,213.165.160.252,,18/04/2023 10:53,iPhone,8,10,10,10,Valletta
215280083,267,,,185.5.48.6,,18/04/2023 12:12,iPhone,5,8,3,8,Msida
215280284,268,,,94.17.187.130,,18/04/2023 12:13,Samsung,3,5,3,10,Zejtun
215281192,269,,,92.251.18.248,,18/04/2023 12:23,iPhone,1,1,3,5,Birgu
215281311,270,,,185.89.239.119,,18/04/2023 12:25,Other,9,8,8,8,Fgura
215282925,271,,,185.5.48.11,,18/04/2023 12:39,Samsung,5,8,3,8,Birzebbuga
215283814,272,,,185.5.48.171,,18/04/2023 12:45,iPhone,1,10,1,10,Birkirkara
215284010,273,,,185.5.48.143,,18/04/2023 12:50,iPhone,6,7,6,7,Marsaskala
215285279,274,,,185.5.48.144,,18/04/2023 13:01,Other,9,10,8,10,Ghaxaq
215285923,275,,,185.5.48.52,,18/04/2023 11:22,Samsung,5,10,7,10,Zejtun
215286193,276,,,185.5.48.148,,18/04/2023 13:08,Samsung,10,10,10,10,Zejtun
215287339,277,,,185.5.48.145,,18/04/2023 13:18,Samsung,6,8,6,10,Marsaskala
215287738,278,,,185.5.48.1,,18/04/2023 13:22,Samsung,10,10,10,10,Birzebbuga
215288228,279,,,77.25.156.102,,18/04/2023 13:26,iPhone,6,8,6,10,Zabbar
215288230,280,,,185.5.48.174,,18/04/2023 13:26,iPhone,6,8,6,8,Birzebbuga
215288489,281,,,94.17.44.154,,18/04/2023 13:27,iPhone,7,7,7,10,Ghaxaq
215288861,282,,,92.251.62.161,,18/04/2023 13:31,Samsung,10,10,10,10,Zejtun
215289491,283,,,88.203.103.68,,18/04/2023 13:37,Samsung,5,6,9,6,Zabbar
215293195,284,,,185.5.48.17,,18/04/2023 14:08,iPhone,1,1,1,5,Zejtun
215294531,285,,,141.8.101.205,,18/04/2023 14:17,Samsung,5,8,2,10,Msida
215294798,286,,,84.255.43.206,,18/04/2023 14:21,iPhone,7,6,6,7,Zejtun
